months_as_customer,age,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
199,38,250/500,1000,1281.25,0,FEMALE,High School,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,2,44440,8080,4040,32320,Y
137,35,250/500,500,1667.83,0,MALE,Graduate,partner,Parked Car,No Collision,Minor Damage,Police,4,1,1,6600,1200,1200,4200,N
134,36,250/500,1000,1497.41,0,MALE,Doctorate,partner,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,17,3,0,77200,9650,9650,57900,N
73,30,100/300,500,803.36,0,FEMALE,High School,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,3,0,57000,0,11400,45600,N
289,45,250/500,2000,1221.41,0,FEMALE,Graduate,partner,Vehicle Theft,No Collision,Trivial Damage,Police,9,1,1,2700,300,300,2100,N
176,36,250/500,500,1865.83,5000000,MALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,1,47300,4300,8600,34400,N
145,37,250/500,2000,1434.27,0,FEMALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,3,55110,5010,10020,40080,N
164,31,500/1000,500,1114.68,0,FEMALE,Undergraduate,partner,Vehicle Theft,No Collision,Trivial Damage,Police,5,1,0,4320,480,480,3360,N
186,38,250/500,2000,1218.56,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,2,68760,11460,5730,51570,Y
85,31,250/500,2000,1234.69,9000000,FEMALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Police,1,2,1,74400,14880,7440,52080,Y
162,33,250/500,500,964.92,0,FEMALE,Undergraduate,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,4,1,35300,3530,3530,28240,Y
396,57,500/1000,500,1351.72,0,MALE,High School,partner,Parked Car,No Collision,Minor Damage,None,3,1,3,2640,480,480,1680,N
270,41,250/500,1000,817.28,0,MALE,High School,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,1,60190,4630,9260,46300,Y
168,39,500/1000,1000,1389.59,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,3,41580,3780,7560,30240,Y
274,45,250/500,1000,1353.53,0,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,0,58500,11700,0,46800,Y
263,43,500/1000,1000,1294.04,0,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,3,79320,13220,6610,59490,N
152,33,100/300,1000,840.81,0,FEMALE,High School,partner,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,2,82610,7510,7510,67590,Y
46,41,100/300,2000,998.19,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,3,78600,13100,19650,45850,Y
276,46,100/300,2000,1090.32,0,MALE,Undergraduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,2,51390,5710,5710,39970,Y
234,44,500/1000,500,1780.67,0,MALE,Undergraduate,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3,1,0,70200,7020,7020,56160,Y
64,30,250/500,2000,1681.01,0,MALE,Graduate,own-child,Parked Car,No Collision,Minor Damage,None,16,1,1,4900,490,1470,2940,N
456,62,250/500,1000,1395.77,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Police,13,3,3,66480,5540,11080,49860,Y
58,23,500/1000,2000,1471.44,5000000,MALE,High School,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,1,50380,4580,9160,36640,Y
475,61,500/1000,500,1265.72,0,FEMALE,Graduate,partner,Single Vehicle Collision,Front Collision,Major Damage,Fire,23,1,2,64350,9900,9900,44550,N
96,29,250/500,1000,1274.7,5000000,MALE,Undergraduate,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,3,55400,5540,11080,38780,Y
99,28,100/300,500,1330.39,0,MALE,Graduate,partner,Single Vehicle Collision,Front Collision,Total Loss,Police,3,1,2,49900,4990,9980,34930,N
38,28,500/1000,500,1122.95,4000000,MALE,Graduate,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,3,74880,12480,12480,49920,N
259,44,250/500,2000,1655.79,0,FEMALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,0,105820,16280,16280,73260,N
241,43,250/500,1000,935.77,0,MALE,Undergraduate,own-child,Vehicle Theft,No Collision,Trivial Damage,Police,21,1,0,7150,1300,650,5200,N
437,58,500/1000,2000,1192.04,0,MALE,Undergraduate,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,0,55800,11160,11160,33480,N
130,34,100/300,500,990.11,0,MALE,Graduate,other-relative,Parked Car,No Collision,Trivial Damage,None,8,1,3,5830,1060,1060,3710,N
269,41,100/300,2000,1422.21,0,FEMALE,Undergraduate,partner,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,21,1,1,85900,17180,17180,51540,Y
103,29,500/1000,500,914.85,0,MALE,Undergraduate,other-relative,Parked Car,No Collision,Minor Damage,Police,5,1,3,7110,790,1580,4740,N
284,43,250/500,500,1123.84,0,MALE,Doctorate,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,0,36960,6720,3360,26880,N
189,39,250/500,2000,838.02,0,FEMALE,Undergraduate,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,0,64400,6440,6440,51520,N
267,43,250/500,500,1300.68,0,MALE,Doctorate,partner,Parked Car,No Collision,Minor Damage,None,0,1,3,1920,480,0,1440,N
39,22,500/1000,500,1173.21,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,1,86130,15660,7830,62640,Y
140,32,250/500,1000,985.97,5000000,FEMALE,Undergraduate,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Fire,13,1,3,82170,14940,7470,59760,Y
243,41,100/300,1000,1129.23,0,FEMALE,Undergraduate,own-child,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,0,50300,10060,5030,35210,Y
116,31,250/500,500,1194.83,0,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,0,44200,4420,8840,30940,N
219,43,100/300,1000,1114.29,0,FEMALE,High School,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,1,1,2,66660,6060,6060,54540,N
96,26,250/500,2000,1509.04,0,FEMALE,Undergraduate,partner,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,9,1,3,78320,7120,14240,56960,N
149,34,250/500,500,664.86,0,FEMALE,Doctorate,partner,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,1,105040,16160,16160,72720,N
246,43,250/500,1000,1267.4,6000000,MALE,Graduate,partner,Single Vehicle Collision,Side Collision,Minor Damage,Fire,0,1,1,50700,5070,5070,40560,N
293,45,100/300,1000,1119.23,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Total Loss,Fire,13,3,1,51210,11380,5690,34140,N
339,48,100/300,500,1698.51,0,MALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,1,51840,8640,8640,34560,N
160,33,500/1000,1000,1422.78,0,FEMALE,High School,partner,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,3,52800,5280,5280,42240,N
224,42,500/1000,500,1212.75,0,FEMALE,Undergraduate,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,11,1,0,55200,9200,13800,32200,N
194,34,100/300,1000,1423.34,0,MALE,Undergraduate,not-in-family,Vehicle Theft,No Collision,Minor Damage,None,0,1,3,9100,1400,1400,6300,N
385,51,250/500,1000,976.37,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,14,3,3,67600,13520,6760,47320,N
100,33,250/500,500,1124.59,6000000,MALE,Undergraduate,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,4,1,2,40800,6800,6800,27200,N
371,50,250/500,1000,1569.33,0,MALE,Doctorate,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Police,2,3,1,84500,13000,13000,58500,Y
175,39,500/1000,500,1359.36,5000000,MALE,Doctorate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Police,9,3,2,71610,13020,6510,52080,Y
373,55,250/500,500,1607.36,0,MALE,Graduate,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,4,2,60600,6060,12120,42420,Y
258,41,100/300,500,1042.25,0,MALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,3,3,81240,6770,20310,54160,Y
255,39,250/500,500,1453.95,0,FEMALE,Doctorate,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,3,29300,2930,5860,20510,N
37,31,500/1000,500,1969.63,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Fire,21,3,1,76450,6950,13900,55600,N
322,44,100/300,1000,1156.19,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,3,49400,9880,4940,34580,N
204,38,100/300,2000,1124.47,0,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,5,1,1,90530,16460,16460,57610,N
76,31,500/1000,500,1493.5,5000000,FEMALE,Undergraduate,not-in-family,Vehicle Theft,No Collision,Minor Damage,Police,7,1,1,8030,1460,730,5840,N
193,40,100/300,500,1155.38,0,FEMALE,Doctorate,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,6,1,0,63900,6390,6390,51120,N
405,55,250/500,500,878.19,0,MALE,Doctorate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,2,38640,4830,4830,28980,N
435,58,100/300,2000,1145.85,0,MALE,Graduate,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Police,19,3,1,41490,9220,4610,27660,N
54,35,100/300,500,1261.28,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,0,79090,14380,7190,57520,N
144,35,100/300,500,1427.46,0,MALE,High School,partner,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,0,87900,17580,8790,61530,N
92,32,500/1000,500,1592.41,0,MALE,Graduate,partner,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,3,53400,5340,5340,42720,N
173,36,250/500,1000,1274.63,0,MALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Total Loss,Fire,22,1,3,52030,9460,9460,33110,N
436,60,250/500,500,1362.31,0,MALE,High School,partner,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,1,2,82060,14920,7460,59680,N
155,35,250/500,1000,919.37,0,FEMALE,Undergraduate,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,1,3,48360,8060,8060,32240,N
78,31,250/500,1000,1377.23,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Minor Damage,Police,1,3,1,52290,5810,11620,34860,N
440,57,100/300,1000,995.55,5000000,MALE,Undergraduate,partner,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,3,68200,12400,12400,43400,Y
264,43,100/300,500,1508.12,6000000,MALE,Doctorate,partner,Multi-vehicle Collision,Rear Collision,Major Damage,Police,0,3,1,60750,13500,6750,40500,Y
66,30,500/1000,500,484.67,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,2,65560,11920,11920,41720,Y
366,50,500/1000,1000,1561.41,0,FEMALE,High School,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,5,3,3,70290,12780,12780,44730,N
188,37,100/300,500,1457.21,0,FEMALE,Graduate,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,0,45000,5000,5000,35000,N
224,39,500/1000,1000,1128.71,0,FEMALE,Graduate,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,1,61800,12360,6180,43260,N
253,46,100/300,500,1358.2,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,3,0,64570,5870,11740,46960,N
446,61,100/300,1000,1232.79,0,FEMALE,High School,partner,Single Vehicle Collision,Rear Collision,Minor Damage,Police,3,1,0,70500,7050,14100,49350,N
169,37,100/300,1000,936.19,0,MALE,Graduate,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,3,1,57900,17370,5790,34740,N
255,46,250/500,500,1302.34,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,0,57860,5260,10520,42080,N
209,39,100/300,500,1264.99,0,MALE,Doctorate,partner,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,1,37800,8400,4200,25200,N
210,37,500/1000,500,1467.76,0,FEMALE,Graduate,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,3,63300,6330,6330,50640,N
174,33,250/500,2000,1124.43,0,FEMALE,Undergraduate,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,1,44200,8840,4420,30940,N
70,28,250/500,1000,1319.81,0,MALE,High School,partner,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,4,0,31680,3520,3520,24640,N
89,32,100/300,2000,1482.53,0,FEMALE,Graduate,not-in-family,Parked Car,No Collision,Trivial Damage,Police,5,1,2,100,10,20,70,N
458,61,100/300,1000,1328.18,0,FEMALE,High School,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,1,56340,6260,6260,43820,N
239,40,100/300,500,1463.95,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,0,69740,6340,6340,57060,N
161,38,100/300,2000,1133.85,0,MALE,Doctorate,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,2,60480,5040,15120,40320,N
446,61,500/1000,1000,1037.32,0,FEMALE,High School,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,1,80880,6740,13480,60660,N
476,61,250/500,1000,1562.8,0,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,2,49390,8980,4490,35920,N
70,29,100/300,1000,1425.79,0,FEMALE,Graduate,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,3,69360,11560,11560,46240,N
233,41,500/1000,2000,1615.14,0,FEMALE,Undergraduate,other-relative,Vehicle Theft,No Collision,Minor Damage,None,6,1,1,3740,680,680,2380,N
122,33,250/500,500,1236.5,0,MALE,Doctorate,partner,Parked Car,No Collision,Trivial Damage,None,1,1,1,5060,460,920,3680,N
335,48,500/1000,2000,1017.97,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,0,35860,3260,6520,26080,Y
257,40,100/300,2000,1306,0,MALE,Undergraduate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,1,50050,7700,3850,38500,Y
85,27,500/1000,2000,1174.14,0,MALE,Undergraduate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,0,59070,10740,5370,42960,N
133,30,500/1000,1000,1231.01,0,MALE,Undergraduate,partner,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,2,28440,3160,3160,22120,N
119,34,250/500,500,1299.18,0,FEMALE,Undergraduate,partner,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,1,45540,8280,8280,28980,Y
169,34,100/300,500,1469.75,0,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,0,38700,7740,3870,27090,N
225,39,250/500,500,1390.72,0,MALE,Graduate,other-relative,Parked Car,No Collision,Trivial Damage,None,6,1,1,5830,1060,530,4240,N
84,32,500/1000,500,1694.09,7000000,FEMALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,2,57240,4770,9540,42930,Y
169,39,100/300,2000,1140.15,0,MALE,High School,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,3,46200,4200,8400,33600,N
124,32,100/300,1000,1310.71,0,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,1,57700,5770,5770,46160,N
320,48,250/500,2000,1730.49,7000000,MALE,Undergraduate,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,0,56160,4680,9360,42120,N
297,47,250/500,500,1616.65,7000000,MALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,3,44400,5550,5550,33300,N
421,56,100/300,500,1935.85,4000000,MALE,Graduate,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,3,92730,16860,8430,67440,Y
136,33,250/500,1000,855.14,0,FEMALE,Doctorate,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,1,30700,3070,6140,21490,N
46,24,250/500,2000,1568.47,4000000,FEMALE,High School,partner,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,0,56600,11320,5660,39620,N
34,24,500/1000,2000,1550.53,0,FEMALE,Graduate,own-child,Parked Car,No Collision,Trivial Damage,None,20,1,1,3960,660,660,2640,N
95,30,250/500,2000,1370.92,0,MALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,1,3,34800,3480,6960,24360,N
140,36,250/500,500,1363.59,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,0,79500,7950,7950,63600,N
200,34,250/500,1000,828.42,3000000,FEMALE,Undergraduate,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Police,10,1,2,56000,5600,5600,44800,N
123,29,250/500,500,1209.63,0,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,0,73260,16280,0,56980,Y
267,46,250/500,2000,1111.17,0,MALE,Graduate,partner,Parked Car,No Collision,Trivial Damage,None,3,1,3,4950,900,450,3600,N
290,42,500/1000,500,989.97,0,MALE,Graduate,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,1,48000,4800,9600,33600,N
45,37,250/500,1000,1114.23,0,MALE,Undergraduate,partner,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,1,52200,10440,5220,36540,N
186,38,250/500,2000,1347.31,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,3,73800,12300,12300,49200,N
135,34,250/500,2000,1687.53,0,FEMALE,Graduate,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,2,78200,15640,7820,54740,N
110,33,250/500,1000,1183.48,0,MALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,3,55200,13800,9200,32200,Y
259,43,500/1000,2000,1537.13,0,FEMALE,Doctorate,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,3,3,2,57060,6340,6340,44380,N
114,30,250/500,1000,1173.25,0,FEMALE,Graduate,partner,Vehicle Theft,No Collision,Minor Damage,None,3,1,3,4680,520,520,3640,N
404,56,250/500,1000,1361.16,4000000,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,0,53100,5310,5310,42480,Y
282,48,500/1000,2000,1422.56,7000000,FEMALE,Graduate,partner,Vehicle Theft,No Collision,Minor Damage,None,7,1,2,3520,640,320,2560,N
57,25,500/1000,2000,1143.06,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,1,72900,14580,14580,43740,N
215,38,250/500,500,1405.71,0,FEMALE,Doctorate,partner,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,1,70700,7070,14140,49490,N
140,30,100/300,500,1354.2,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,4,0,60170,5470,10940,43760,N
250,42,100/300,500,1055.6,0,MALE,High School,partner,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,1,74800,13600,6800,54400,Y
286,41,250/500,1000,999.43,0,MALE,Undergraduate,partner,Vehicle Theft,No Collision,Trivial Damage,Police,3,1,0,4100,820,410,2870,N
356,47,250/500,2000,1155.97,0,MALE,High School,partner,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,3,61490,5590,11180,44720,N
65,29,250/500,1000,1726.91,0,MALE,High School,own-child,Vehicle Theft,No Collision,Trivial Damage,None,14,1,0,7200,720,1440,5040,N
187,34,500/1000,500,1232.57,0,FEMALE,Doctorate,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,0,45100,8200,4100,32800,N
386,53,250/500,500,1078.65,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,3,66660,12120,6060,48480,N
197,41,500/1000,1000,1324.78,0,FEMALE,Doctorate,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,2,76400,15280,7640,53480,Y
166,37,250/500,500,1518.54,0,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,10,1,1,58300,10600,10600,37100,N
293,49,100/300,2000,1239.06,0,FEMALE,Graduate,partner,Single Vehicle Collision,Front Collision,Total Loss,Police,19,1,1,57310,5210,10420,41680,N
179,32,500/1000,2000,1246.68,0,FEMALE,Doctorate,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,1,53100,5900,5900,41300,N
76,24,250/500,1000,1622.67,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,1,74700,14940,7470,52290,N
105,28,250/500,500,1082.36,0,FEMALE,Undergraduate,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,2,60500,12100,6050,42350,N
97,26,250/500,1000,1270.55,0,MALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Police,10,3,3,84920,7720,15440,61760,Y
148,36,500/1000,1000,1236.32,5000000,FEMALE,Graduate,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,0,61050,5550,11100,44400,N
77,26,250/500,2000,785.82,0,MALE,Graduate,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Police,12,3,0,69080,12560,6280,50240,Y
295,46,250/500,500,1265.84,0,FEMALE,Graduate,own-child,Vehicle Theft,No Collision,Minor Damage,None,10,1,3,4560,760,380,3420,N
126,28,250/500,500,1508.9,0,FEMALE,Graduate,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,4,1,67800,11300,11300,45200,N
132,32,250/500,2000,1106.84,0,MALE,Doctorate,partner,Vehicle Theft,No Collision,Minor Damage,Police,21,1,1,5600,1120,560,3920,N
370,55,500/1000,2000,1389.13,7000000,MALE,Graduate,partner,Vehicle Theft,No Collision,Minor Damage,None,6,1,2,9000,900,1800,6300,N
257,43,100/300,1000,974.84,0,FEMALE,Graduate,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,1,85320,21330,7110,56880,N
9,24,100/300,2000,1304.46,0,FEMALE,Doctorate,other-relative,Vehicle Theft,No Collision,Trivial Damage,None,6,1,3,5940,540,1080,4320,Y
185,34,250/500,500,1257.36,0,FEMALE,Doctorate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,1,51370,9340,4670,37360,Y
234,43,250/500,500,1257.04,0,MALE,Undergraduate,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,2,51600,10320,5160,36120,N
253,44,100/300,2000,719.52,0,FEMALE,High School,own-child,Parked Car,No Collision,Trivial Damage,None,9,1,3,5400,600,600,4200,N
233,39,500/1000,2000,1524.18,0,MALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,3,0,48870,5430,5430,38010,N
274,44,500/1000,500,1395.58,0,FEMALE,Graduate,partner,Vehicle Theft,No Collision,Minor Damage,Police,7,1,1,5590,860,860,3870,N
297,48,500/1000,1000,1243.68,0,MALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Police,18,3,2,54960,6870,0,48090,Y
273,47,500/1000,1000,1189.04,0,FEMALE,Undergraduate,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,3,39800,7960,3980,27860,N
147,37,500/1000,2000,1375.29,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,1,56160,6240,6240,43680,Y
285,42,100/300,500,1389.13,0,MALE,Undergraduate,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,3,52700,5270,10540,36890,N
289,43,500/1000,1000,1387.51,0,FEMALE,Undergraduate,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,3,68580,7620,7620,53340,N
427,60,100/300,1000,1178.61,7000000,MALE,Graduate,own-child,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,2,90860,12980,19470,58410,Y
380,53,250/500,2000,1166.62,6000000,MALE,Undergraduate,partner,Parked Car,No Collision,Trivial Damage,Police,23,1,3,5700,570,570,4560,N
13,21,100/300,1000,1556.31,0,MALE,Undergraduate,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,0,94930,8630,8630,77670,N
282,43,250/500,500,1452.27,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,1,2,46800,4680,9360,32760,Y
312,47,500/1000,1000,1212.07,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,3,56320,7040,7040,42240,N
266,46,100/300,2000,1578.54,0,MALE,Undergraduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,3,83490,7590,15180,60720,N
30,36,500/1000,500,1488.26,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,2,57900,5790,5790,46320,N
198,36,250/500,1000,1096.39,0,MALE,High School,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,3,49410,5490,5490,38430,N
290,45,500/1000,2000,1215.36,0,MALE,Undergraduate,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,1,66200,6620,6620,52960,N
260,46,100/300,2000,1482.57,0,MALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Fire,7,1,1,64080,10680,10680,42720,N
233,43,250/500,1000,954.18,0,FEMALE,Undergraduate,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,3,42500,8500,4250,29750,N
130,30,500/1000,2000,1193.4,0,MALE,Doctorate,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,3,48950,8900,4450,35600,N
230,42,100/300,1000,1023.11,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,2,58850,10700,10700,37450,N
212,40,500/1000,1000,1524.45,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,2,82400,8240,8240,65920,N
299,44,500/1000,1000,1653.32,0,FEMALE,Undergraduate,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,3,1,0,54240,6780,6780,40680,N
91,26,250/500,1000,1022.46,0,FEMALE,Undergraduate,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,2,74200,7420,7420,59360,N
